Issue ID,Issue Name,Category,Severity,Status,Assignee,Date Reported,Date Resolved,Impact Score,Risk Level,KPI/KRI,Department Affected
CSA-581,Innovate dot-com e-markets,Risk Assessment_5,Medium,In Progress,Jessica Russell,2024-10-02,2024-05-20,1.7,Low,KRI,Penetration Testing Team
CSA-582,Target seamless partnerships,Cloud Assessment,Critical,Resolved,Kevin Brown,2024-06-01,2024-02-20,3.2,High,KPI,Data Privacy
CSA-583,Unleash one-to-one convergence,Asset Identification and Classification,Critical,Open,Danielle Abbott,2024-02-01,2024-05-03,1,Medium,KPI,Procurement
CSA-584,E-enable best-of-breed web services,Risk Assessment_3,Low,Resolved,Eric Johnson,2024-05-29,,6.3,Low,KPI,Procurement
CSA-585,Productize real-time e-services,Procurement Review,Low,Open,Jerry Clark,2024-02-18,2024-09-03,5.9,High,KRI,Data Privacy
CSA-586,Syndicate cutting-edge metrics,Legal Assessment,Critical,Open,Randy Walters,2024-06-28,,7,Medium,KRI,Security and Risk
CSA-587,Whiteboard interactive paradigms,Risk Assessment_4,Critical,In Progress,Amy Berger,2024-03-31,2024-10-02,9,Low,KPI,Cloud Infrastructure
CSA-588,Maximize bricks-and-clicks eyeballs,Director Review_4,Critical,Resolved,Patricia Larsen,2024-10-16,,9.2,High,KRI,Network Operations
CSA-589,Cultivate interactive roi,Risk Assessment_1,Low,Open,Jesse Baker,2024-09-10,2024-01-10,1.6,High,KPI,Security and Risk
CSA-590,Streamline dynamic infrastructures,Risk Assessment_7,Low,In Progress,John Ellis,2024-01-05,2024-07-29,6.9,Low,KPI,Security and Risk
CSA-591,Cultivate b2c channels,Director Review_3,Critical,In Progress,Allison Davis,2024-10-13,,8.1,High,KRI,HR and User Awareness
CSA-592,Target global interfaces,Procurement Review,High,Resolved,John Davis,2024-07-18,2024-07-28,1.1,Low,KPI,Security and Risk
CSA-593,Implement user-centric functionalities,Vulnerability Assessment,High,In Progress,Kathryn Reid,2024-07-20,,4.6,Medium,KRI,IT Security
CSA-594,Innovate robust systems,Risk Assessment_6,Medium,In Progress,Megan Nichols,2024-01-10,2024-02-25,7.3,High,KRI,Software Development
CSA-595,Facilitate visionary initiatives,Risk Assessment_4,Critical,Open,Melissa Pruitt,2024-07-25,,6.2,High,KPI,Data Privacy
CSA-596,Aggregate revolutionary e-tailers,Director Review_2,Critical,In Progress,Jorge Davies,2024-08-03,2024-02-10,4.9,Low,KPI,Network Operations
CSA-597,Deliver transparent experiences,Vulnerability Assessment,Critical,Resolved,Michelle Mccormick,2024-03-11,,2.9,Medium,KRI,Application Development
CSA-598,Implement best-of-breed experiences,Asset Identification and Classification,High,Resolved,Chelsea Rivas,2024-07-10,2024-03-05,5.8,Medium,KPI,IT Security
CSA-599,Innovate granular info-mediaries,Risk Assessment_6,Low,Open,Heather Gutierrez,2024-05-17,2024-03-19,2.8,Low,KPI,IT Security
CSA-600,Envisioneer web-enabled channels,Director Review_2,Low,Resolved,Mr. Keith Wells,2024-04-22,,2.6,Medium,KPI,IT Security
CSA-601,Target proactive communities,Legal Assessment,Low,Resolved,Erin Campos,2024-04-25,2024-09-10,7.1,Medium,KRI,IT Operations
CSA-602,Re-contextualize revolutionary solutions,Management Assessment,High,Resolved,Alexandra Curtis,2024-03-28,2024-06-01,3,Low,KRI,Network Operations
CSA-603,Generate rich portals,Business Assessment,Critical,In Progress,Patricia Vang,2024-05-11,,3.1,High,KPI,Procurement
CSA-604,Harness extensible experiences,Director Review_4,Medium,Resolved,Samuel Rodriguez,2024-09-03,,8.6,Low,KRI,Software Development
CSA-605,Orchestrate b2b portals,Risk Assessment_2,Medium,In Progress,Dylan Ellison,2024-04-24,,2.8,Medium,KRI,Security and Risk
CSA-606,Seize strategic metrics,Cloud Assessment,Critical,Resolved,Christopher Thomas,2024-04-24,2024-09-28,8.2,Medium,KPI,IT Operations
CSA-607,Productize dynamic web-readiness,Control Risk Assessment,Low,Resolved,Darlene Mcdonald,2024-09-06,2024-08-28,2.4,High,KRI,Procurement
CSA-608,Transform bleeding-edge initiatives,Risk Assessment_4,Medium,Open,Wendy Mayo,2024-05-09,,1.6,Medium,KRI,Security and Risk
CSA-609,Seize cutting-edge deliverables,Risk Assessment_4,High,In Progress,Gregory King,2024-07-04,2024-01-22,5.9,Low,KRI,Cloud Infrastructure
CSA-610,Strategize robust e-commerce,Procurement Review,Medium,Open,Aaron Garner,2024-07-10,2024-04-17,2,Medium,KRI,Cloud Infrastructure
CSA-611,Mesh user-centric web-readiness,Business Assessment,Medium,Resolved,Sharon Bennett,2024-09-09,,8.3,High,KRI,Network Operations
CSA-612,Strategize dot-com vortals,Control Risk Assessment,Critical,In Progress,Cynthia Garcia,2024-02-02,2024-08-15,5.3,High,KPI,Legal and Compliance
CSA-613,Visualize efficient e-services,Procurement Review,Low,Open,Adam Carson,2024-01-31,,9.6,Medium,KRI,Procurement
CSA-614,Monetize best-of-breed platforms,Risk Assessment_4,Medium,In Progress,Carla Fry,2024-02-03,,4.4,Medium,KRI,HR and User Awareness
CSA-615,Architect innovative mindshare,Risk Assessment_3,High,Resolved,Sheri Malone,2024-02-02,,7,Low,KPI,IT Operations
CSA-616,Envisioneer proactive technologies,Director Review_1,Low,Open,Michael Stephens,2024-05-01,2024-07-30,3.8,Medium,KPI,Data Privacy
CSA-617,Revolutionize best-of-breed schemas,Threat Risk Assessment,Critical,Open,Patricia Miles,2024-06-01,,9.9,Low,KRI,IT Security
CSA-618,Engineer web-enabled action-items,Cloud Assessment,Low,Open,Matthew Williamson,2024-01-13,,7.9,Low,KRI,Penetration Testing Team
CSA-619,Envisioneer real-time platforms,Asset Identification and Classification,Low,In Progress,Brianna Crosby,2024-10-02,,8.6,High,KPI,Software Engineering
CSA-620,Disintermediate frictionless experiences,Control Risk Assessment,Medium,Resolved,Melissa Williams,2024-10-14,2024-04-06,9.5,Medium,KRI,Software Development
CSA-621,Optimize bricks-and-clicks supply-chains,Risk Assessment_6,High,Open,Felicia Howard,2024-02-05,2024-04-15,3.6,High,KRI,Software Development
CSA-622,Innovate end-to-end mindshare,Director Review_5,Low,In Progress,Heather Sanders,2024-10-18,2024-04-25,6,Low,KPI,Software Engineering
CSA-623,Expedite global e-markets,Director Review_4,Low,In Progress,Raymond Taylor,2024-10-03,,2.8,Low,KRI,IT Operations
CSA-624,Envisioneer integrated e-commerce,Director Review_3,Medium,Resolved,David Miller,2024-02-20,2024-02-19,7.3,High,KPI,Cloud Infrastructure
CSA-625,Scale bricks-and-clicks functionalities,Threat Risk Assessment,Critical,Resolved,Chelsea Green,2024-04-05,,4.7,High,KRI,Risk and Compliance
CSA-626,Architect distributed networks,Director Review_2,Low,Open,Toni Thompson,2024-04-09,,3.5,High,KRI,IT Security
CSA-627,Visualize 24/7 functionalities,Risk Assessment_7,Medium,Open,Helen Williams,2024-04-21,,4.6,Low,KRI,Software Development
CSA-628,Streamline rich technologies,Vulnerability Assessment,Low,Open,Ryan George,2024-01-13,,1.5,High,KPI,Software Engineering
CSA-629,Enable integrated technologies,Director Review_5,Low,Open,Aaron Jones,2024-03-24,,3.9,High,KPI,Software Development
CSA-630,Exploit sticky vortals,Pen Test Review,Low,Open,Elizabeth Boyd,2024-03-29,,8.7,Low,KRI,Software Engineering
CSA-631,Synergize leading-edge e-business,Impact Analysis,Low,Resolved,Nathan Mayer,2024-04-11,,7.8,High,KPI,Software Engineering
CSA-632,Transition real-time synergies,Business Assessment,Medium,Open,Dean Farmer,2024-04-12,,7.1,Medium,KPI,HR and User Awareness
CSA-633,Utilize intuitive convergence,Business Assessment,Critical,In Progress,Austin Williamson,2024-06-17,,4.3,High,KPI,Software Engineering
CSA-634,Exploit customized web-readiness,Pen Test Review,Medium,Resolved,Angela Lawson,2024-03-16,2024-02-22,1.2,Low,KRI,IT Operations
CSA-635,Maximize compelling interfaces,Threat Risk Assessment,High,Open,Michael Gomez,2024-03-29,,5.7,Medium,KRI,Security and Risk
CSA-636,Re-contextualize holistic architectures,Penetration Testing,Medium,Open,Tonya Floyd,2024-10-18,2024-01-18,5.6,Low,KPI,Risk and Compliance
CSA-637,Grow killer solutions,Business Assessment,Critical,In Progress,Samuel Mccarthy,2024-06-10,,9,Medium,KPI,HR and User Awareness
CSA-638,Matrix next-generation markets,Director Review_5,High,Open,Tiffany Taylor,2024-09-02,2024-08-24,8.1,High,KPI,Software Engineering
CSA-639,Deliver real-time solutions,Application Security Assessment,Medium,Open,James Richardson,2024-06-23,2024-08-25,7.4,High,KPI,Legal and Compliance
CSA-640,Empower distributed interfaces,Penetration Testing,Critical,Resolved,Katie Daniel,2024-08-11,2024-07-07,3.2,Low,KPI,Risk and Compliance
CSA-641,Envisioneer interactive infrastructures,Procurement Review,Low,In Progress,Cynthia Ayala,2024-04-18,2024-10-09,3.1,Low,KPI,Software Development
CSA-642,Monetize out-of-the-box architectures,Risk Assessment_1,Critical,Open,Walter Hinton,2024-03-16,,9.9,Low,KRI,Data Privacy
CSA-643,Mesh turn-key supply-chains,Procurement Review,Critical,Resolved,Jason Rogers,2024-03-19,,6.6,Low,KRI,Network Operations
CSA-644,Unleash back-end e-services,Vulnerability Assessment,Medium,Open,Jennifer Anderson,2024-04-09,,5.3,Low,KRI,Data Privacy
CSA-645,Brand open-source models,Director Review_3,Low,In Progress,Ryan Arnold,2024-09-02,,5,High,KRI,IT Operations
CSA-646,E-enable dynamic technologies,Risk Assessment_6,Medium,Open,Chad Smith,2024-07-08,2024-08-03,2.9,High,KPI,Cloud Infrastructure
CSA-647,Incubate front-end mindshare,Management Assessment,Low,Resolved,Donald Briggs,2024-06-16,2024-02-25,9,Low,KRI,Security and Risk
CSA-648,Architect bleeding-edge solutions,Director Review_6,Medium,In Progress,James Morrison,2024-04-15,,4.4,Low,KPI,Data Privacy
CSA-649,Monetize e-business applications,Legal Assessment,High,Open,Shannon Gonzalez,2024-06-17,,8.1,High,KRI,Risk and Compliance
CSA-650,Re-contextualize next-generation convergence,Asset Identification and Classification,Critical,Open,David Mcneil,2024-06-27,,4.5,Medium,KRI,Legal and Compliance
CSA-651,Innovate innovative applications,Management Assessment,Critical,Resolved,Michael Rogers,2024-02-28,,5.2,Medium,KRI,Procurement
CSA-652,Visualize collaborative communities,Management Assessment,Medium,Open,Samuel Manning,2024-03-05,2024-04-17,1.2,Medium,KPI,IT Security
CSA-653,Generate value-added relationships,Penetration Testing,Low,In Progress,Holly Burns,2024-04-29,2024-09-26,4.2,Low,KRI,Security and Risk
CSA-654,Monetize dynamic portals,Risk Assessment_5,Medium,In Progress,Dustin Waters,2024-05-09,2024-01-21,5,High,KPI,Risk and Compliance
CSA-655,Enable b2b interfaces,Director Review_5,High,Open,Stephanie Berry,2024-05-18,,5.7,Medium,KRI,Procurement
CSA-656,Monetize bleeding-edge users,Director Review_1,Critical,Resolved,David Campos,2024-04-26,,4.6,Medium,KRI,IT Security
CSA-657,Re-contextualize web-enabled technologies,Application Security Assessment,Low,Resolved,Richard Ashley,2024-04-03,,4.4,Low,KRI,Data Privacy
CSA-658,Leverage seamless architectures,Penetration Testing,Low,Resolved,Catherine Riley,2024-08-29,2024-04-20,6.2,Medium,KRI,Cloud Infrastructure
CSA-659,Redefine transparent e-tailers,Director Review_5,Critical,Open,Melanie Long,2024-01-20,2024-05-17,2,Medium,KPI,Legal and Compliance
CSA-660,Incentivize robust portals,Control Risk Assessment,High,In Progress,Natalie Frazier,2024-10-09,2024-08-03,5.9,High,KPI,Data Privacy
CSA-661,Deliver real-time e-business,Director Review_4,Low,Resolved,Rachael Tucker,2024-10-06,2024-01-10,5.1,Medium,KPI,Procurement
CSA-662,Envisioneer robust eyeballs,Risk Assessment_3,High,Open,Elizabeth Johnson,2024-03-14,2024-04-04,5,Medium,KRI,Security and Risk
CSA-663,Redefine best-of-breed metrics,Asset Identification and Classification,Critical,In Progress,Patrick Gentry,2024-08-29,2024-07-23,4.5,High,KRI,Risk and Compliance
CSA-664,Envisioneer user-centric platforms,Risk Assessment_1,High,Open,Ronald Johnson,2024-04-15,,6.9,Low,KRI,HR and User Awareness
CSA-665,Synergize seamless e-business,Legal Assessment,Low,Open,Kristine Middleton,2024-09-22,,8.4,Low,KRI,IT Security
CSA-666,Target dynamic paradigms,Management Assessment,Critical,In Progress,Robert Lee,2024-02-07,,8.5,High,KPI,Network Operations
CSA-667,Implement frictionless experiences,Impact Analysis,Low,Open,Traci Robinson,2024-06-08,,9,Low,KPI,Legal and Compliance
CSA-668,Re-intermediate e-business content,Impact Analysis,High,Resolved,Brandon Walker,2024-08-29,,8.3,Medium,KPI,IT Operations
CSA-669,Deploy sticky mindshare,Asset Identification and Classification,Medium,In Progress,Jessica Sanders,2024-03-30,,4,Low,KPI,Network Operations
CSA-670,Repurpose web-enabled synergies,Director Review_2,Critical,Open,Chad Gilbert,2024-07-17,2024-08-23,9.1,High,KPI,Software Development
CSA-671,Evolve back-end e-tailers,Threat Risk Assessment,Critical,In Progress,Charles Preston,2024-05-21,2024-01-06,2.5,Medium,KRI,Risk and Compliance
CSA-672,Matrix rich e-commerce,Risk Assessment_1,Medium,Resolved,Lisa Campbell,2024-01-09,2024-07-02,1.2,Medium,KPI,Data Privacy
CSA-673,Matrix strategic markets,Director Review_3,Critical,Open,Patricia Simmons DVM,2024-06-07,2024-08-18,9.6,High,KPI,Legal and Compliance
CSA-674,Mesh interactive users,Risk Assessment_1,Medium,Resolved,Amanda Smith,2024-07-24,,4.4,Medium,KPI,Security and Risk
CSA-675,Engage seamless info-mediaries,Director Review_6,Medium,Open,Christopher Palmer,2024-09-29,2024-05-12,7,High,KPI,Software Engineering
CSA-676,Engage customized methodologies,Impact Analysis,Medium,Resolved,Mitchell Hernandez,2024-08-25,,1.8,Low,KRI,Cloud Infrastructure
CSA-677,Deploy ubiquitous portals,Risk Assessment_5,Medium,Open,Brandi Solis,2024-01-01,2024-04-14,3.3,High,KPI,Legal and Compliance
CSA-678,Scale integrated mindshare,Control Risk Assessment,Low,Open,Michael Johnson,2024-08-30,,8.7,Low,KRI,Legal and Compliance
CSA-679,Grow user-centric users,Procurement Review,Critical,Open,Wayne Perez,2024-02-14,,6.9,Medium,KRI,Legal and Compliance
CSA-680,Whiteboard web-enabled markets,Legal Assessment,Medium,Resolved,Martha Martinez,2024-02-10,,5.2,Low,KPI,Software Development
CSA-681,Engage clicks-and-mortar deliverables,Legal Assessment,Low,Resolved,Stacey Jenkins,2024-02-20,,9.5,Medium,KRI,Software Development
CSA-682,Deliver bleeding-edge experiences,Pen Test Review,Low,Open,Christopher Harrell,2024-07-26,,9.8,Low,KPI,HR and User Awareness
CSA-683,Facilitate back-end infrastructures,Management Assessment,Low,Resolved,Christopher Leach,2024-04-24,2024-02-26,4.4,High,KRI,Risk and Compliance
CSA-684,Utilize efficient e-commerce,Asset Identification and Classification,Low,Open,John Mendoza,2024-08-02,,7.3,Medium,KPI,Penetration Testing Team
CSA-685,Deploy bleeding-edge bandwidth,Vulnerability Assessment,Medium,Resolved,Mandy Lane,2024-03-24,,1.4,Medium,KRI,Legal and Compliance
CSA-686,Incubate intuitive e-business,Director Review_2,Low,In Progress,Jenna Farmer,2024-03-30,2024-07-06,1.7,High,KRI,Application Development
CSA-687,Scale granular schemas,Director Review_5,Critical,Open,Courtney Odom,2024-06-27,2024-06-05,5.2,Medium,KPI,Software Engineering
CSA-688,Reinvent impactful e-markets,Management Assessment,High,In Progress,Steve Romero,2024-03-09,2024-06-16,6.1,High,KPI,Cloud Infrastructure
CSA-689,Engineer granular content,Threat Risk Assessment,High,Open,Jared Rogers,2024-05-13,2024-06-14,7,High,KPI,Security and Risk
CSA-690,Utilize e-business e-commerce,Director Review_2,Critical,In Progress,Vincent Woods,2024-01-24,2024-02-06,6.4,Low,KRI,HR and User Awareness
CSA-691,Architect web-enabled models,Asset Identification and Classification,Low,Open,Sandra Townsend,2024-10-04,2024-02-28,9.3,High,KRI,Legal and Compliance
CSA-692,Strategize end-to-end e-services,Impact Analysis,Critical,Open,Valerie Johnson,2024-02-01,2024-02-15,9.1,High,KRI,IT Operations
CSA-693,Whiteboard collaborative e-business,Risk Assessment_7,Medium,Open,Deborah Henderson,2024-07-16,,8.3,High,KPI,Penetration Testing Team
CSA-694,Target enterprise platforms,Risk Assessment_6,Medium,In Progress,Eric Brandt III,2024-06-11,2024-06-03,8.4,Low,KPI,Security and Risk
CSA-695,Productize viral experiences,Risk Assessment_4,Low,Open,Daniel Wells,2024-06-24,,3.9,Low,KRI,Legal and Compliance
CSA-696,Incentivize web-enabled info-mediaries,Vulnerability Assessment,High,In Progress,Edward Johnson,2024-05-22,,6.2,Medium,KRI,IT Operations
CSA-697,Optimize revolutionary technologies,Risk Assessment_5,Medium,Resolved,David Tanner,2024-04-20,2024-08-25,7,Low,KRI,IT Security
CSA-698,Revolutionize intuitive models,Risk Assessment_6,Low,Open,Sandra Morris,2024-05-28,,9.2,Low,KRI,IT Operations
CSA-699,Re-contextualize frictionless web-readiness,Director Review_1,Medium,Resolved,Leslie Henderson,2024-02-07,2024-10-05,5.5,Medium,KPI,Cloud Infrastructure
CSA-700,Extend user-centric architectures,Cloud Assessment,High,In Progress,Tiffany Dyer,2024-04-29,,4.7,Low,KRI,Cloud Infrastructure
CSA-701,Whiteboard front-end solutions,Business Assessment,Medium,Open,Shannon Hoover,2024-01-19,,8.6,Low,KPI,Software Development
CSA-702,Integrate transparent e-tailers,Penetration Testing,Low,In Progress,Kristy Booker,2024-10-03,,3,Low,KRI,Legal and Compliance
CSA-703,Mesh magnetic applications,Threat Identification,Low,Resolved,Christina Wilson,2024-02-04,,1.2,Medium,KPI,Procurement
CSA-704,Enhance magnetic functionalities,Threat Identification,High,Open,Michael Bryant,2024-05-23,,2.1,Low,KPI,Legal and Compliance
CSA-705,Re-intermediate user-centric e-commerce,Business Assessment,Medium,Open,Amy Williams,2024-07-01,,3.6,High,KRI,Legal and Compliance
CSA-706,Architect extensible technologies,Asset Identification and Classification,Critical,In Progress,Jesse Reynolds,2024-02-07,2024-04-18,4.6,Low,KRI,Software Engineering
CSA-707,Whiteboard impactful e-tailers,Risk Assessment_5,Medium,In Progress,Dustin Bryant DDS,2024-04-15,,9.4,Medium,KPI,Network Operations
CSA-708,Revolutionize plug-and-play e-business,Legal Assessment,Critical,In Progress,Shane Luna,2024-04-25,2024-04-14,8.5,High,KRI,Application Development
CSA-709,Maximize frictionless initiatives,Legal Assessment,Critical,Open,Yvette Shaw,2024-02-14,2024-06-21,6.6,High,KRI,Software Engineering
CSA-710,Enable frictionless deliverables,Impact Analysis,Critical,In Progress,Regina Roberts,2024-03-02,,1.5,High,KPI,Software Engineering
CSA-711,Benchmark transparent users,Risk Assessment_5,Critical,Open,Jesus Anderson,2024-09-15,,4,Medium,KRI,Application Development
CSA-712,Extend bleeding-edge partnerships,Management Assessment,Medium,In Progress,Sharon Hernandez,2024-05-19,,8,Medium,KRI,IT Security
CSA-713,Disintermediate real-time models,Director Review_3,Low,Resolved,Robert Hughes,2024-07-26,,5.9,Low,KRI,IT Security
CSA-714,Drive leading-edge schemas,Impact Analysis,Low,Open,Pamela Cox,2024-08-11,2024-04-09,5.8,Medium,KPI,Cloud Infrastructure
CSA-715,Enable ubiquitous convergence,Legal Assessment,Medium,Open,James Peters,2024-02-11,,2.8,High,KPI,Software Development
CSA-716,Aggregate web-enabled methodologies,Risk Assessment_6,High,In Progress,Lindsey Harding,2024-09-29,,4.2,Low,KRI,Procurement
CSA-717,Leverage synergistic solutions,Risk Assessment_5,High,Open,Edward Maynard,2024-06-20,,6.5,Low,KRI,Cloud Infrastructure
CSA-718,Syndicate vertical e-markets,Director Review_2,Critical,Resolved,Joseph Matthews,2024-05-26,2024-07-15,7.5,Low,KPI,HR and User Awareness
CSA-719,Strategize plug-and-play relationships,Management Assessment,Medium,In Progress,Kevin Sherman,2024-01-15,2024-10-05,6.6,Low,KPI,Penetration Testing Team
CSA-720,Strategize magnetic web services,Risk Assessment_3,Low,Open,Zachary Bryant,2024-06-21,2024-02-07,5.3,Low,KRI,Risk and Compliance
CSA-721,Disintermediate efficient users,Threat Risk Assessment,High,Resolved,Dr. James Hill,2024-06-03,,3,High,KRI,Legal and Compliance
CSA-722,Architect wireless applications,Director Review_1,High,Resolved,James Cole PhD,2024-03-31,2024-10-01,4.6,Low,KPI,IT Security
CSA-723,Architect holistic infrastructures,Application Security Assessment,Low,Resolved,George Barrera,2024-02-23,2024-06-28,3,Medium,KPI,Software Development
CSA-724,Unleash web-enabled deliverables,Risk Assessment_4,Low,Open,Maria Quinn,2024-05-28,,1.1,Low,KRI,Procurement
CSA-725,Brand e-business methodologies,Pen Test Review,Medium,In Progress,Corey Smith,2024-10-19,2024-10-15,7.6,Low,KRI,IT Security
CSA-726,Drive scalable systems,Director Review_3,High,Resolved,Anthony Nguyen,2024-06-30,,1.8,Low,KRI,Security and Risk
CSA-727,Maximize dynamic architectures,Risk Assessment_7,Low,In Progress,Tony Mitchell,2024-09-29,2024-03-11,2.6,Medium,KRI,Risk and Compliance
CSA-728,Brand wireless infrastructures,Risk Assessment_5,Low,In Progress,Sharon Warner,2024-10-12,,8.7,High,KRI,Cloud Infrastructure
CSA-729,Redefine dynamic methodologies,Impact Analysis,Low,Resolved,Anna Wilson,2024-08-19,,8.4,High,KPI,Procurement
CSA-730,Reinvent innovative bandwidth,Director Review_2,Medium,Resolved,Becky Evans,2024-05-27,,9.3,High,KPI,Penetration Testing Team
CSA-731,Morph global users,Legal Assessment,Medium,Open,Andrew Thomas,2024-08-16,,3,High,KPI,Penetration Testing Team
CSA-732,Envisioneer synergistic functionalities,Legal Assessment,Low,Resolved,Michael Oconnell,2024-04-14,,3.7,Medium,KPI,Penetration Testing Team
CSA-733,Morph user-centric info-mediaries,Asset Identification and Classification,High,In Progress,Samuel Wells,2024-07-03,2024-09-11,2.7,Low,KPI,IT Security
CSA-734,Target distributed info-mediaries,Control Risk Assessment,Medium,In Progress,Rebecca Hebert,2024-02-09,2024-05-13,6.7,High,KPI,Security and Risk
CSA-735,Envisioneer out-of-the-box experiences,Management Assessment,High,Open,Robin Rodriguez,2024-03-28,,8.6,Medium,KRI,Security and Risk
CSA-736,Incentivize vertical eyeballs,Procurement Review,Critical,Open,Charles Mullins,2024-04-08,,4.5,Medium,KRI,Application Development
CSA-737,Harness efficient action-items,Penetration Testing,Low,Open,Alexis Burton,2024-07-15,2024-04-17,8.8,High,KPI,Legal and Compliance
CSA-738,Revolutionize impactful initiatives,Director Review_6,Critical,Open,Barbara Smith,2024-03-03,,1.2,Low,KRI,Software Development
CSA-739,Engineer innovative eyeballs,Vulnerability Assessment,Critical,Open,Travis Cabrera MD,2024-07-19,,8.5,Medium,KPI,Software Development
CSA-740,Visualize visionary communities,Risk Assessment_3,High,Resolved,Paula Mclean,2024-09-27,2024-09-02,7.2,High,KRI,IT Security
CSA-741,Brand compelling mindshare,Threat Risk Assessment,Medium,In Progress,Michelle Williamson,2024-04-29,2024-06-02,6.9,Low,KRI,IT Operations
CSA-742,Revolutionize granular convergence,Procurement Review,High,Open,Frances Lopez,2024-09-19,,7,Medium,KRI,Security and Risk
CSA-743,Aggregate robust convergence,Risk Assessment_4,High,In Progress,Richard Wells,2024-04-21,2024-07-29,2.2,Low,KRI,Data Privacy
CSA-744,Generate ubiquitous synergies,Risk Assessment_3,High,Resolved,Jeffrey Cooper,2024-08-11,,1,Low,KRI,IT Security
CSA-745,Benchmark real-time e-commerce,Legal Assessment,Critical,In Progress,Alec Parker,2024-01-17,2024-03-02,9,Low,KPI,Network Operations
CSA-746,Seize scalable infrastructures,Threat Risk Assessment,Critical,In Progress,Jon Mendoza,2024-10-11,,5.6,Medium,KRI,Data Privacy
CSA-747,Leverage proactive action-items,Procurement Review,Medium,In Progress,Benjamin Smith,2024-04-15,,7.1,Medium,KPI,Procurement
CSA-748,Enhance cutting-edge markets,Director Review_5,Low,In Progress,Kathy Sheppard,2024-04-28,,1.4,Low,KPI,HR and User Awareness
CSA-749,E-enable end-to-end convergence,Risk Assessment_5,Medium,Open,Kathleen Mcdonald,2024-02-26,,2.1,Medium,KRI,Penetration Testing Team
CSA-750,Orchestrate front-end bandwidth,Director Review_1,Low,Open,Bonnie Haynes,2024-02-01,,7.9,Low,KPI,Penetration Testing Team
CSA-751,Orchestrate b2b deliverables,Director Review_1,Critical,Resolved,Alexander Jordan,2024-03-11,,3.6,Low,KRI,Procurement
CSA-752,Deploy transparent infrastructures,Cloud Assessment,Low,Open,Erin Shah,2024-06-07,2024-02-17,4.9,Low,KRI,Data Privacy
CSA-753,Disintermediate dynamic e-business,Control Risk Assessment,Low,Resolved,Paige Carr,2024-02-01,,1.8,Medium,KPI,Software Engineering
CSA-754,Aggregate revolutionary initiatives,Legal Assessment,Critical,In Progress,Eric Ryan,2024-01-19,2024-05-07,4.1,Medium,KRI,Risk and Compliance
CSA-755,Seize wireless convergence,Cloud Assessment,High,In Progress,Angela Duncan,2024-05-23,2024-04-11,7,Medium,KRI,Software Development
CSA-756,Exploit 24/7 web-readiness,Penetration Testing,Critical,In Progress,Brandon Richardson,2024-04-24,,7.8,High,KPI,IT Security
CSA-757,Exploit virtual users,Business Assessment,High,Resolved,Jessica Lara,2024-09-27,2024-08-18,4.6,High,KRI,Penetration Testing Team
CSA-758,Transform innovative bandwidth,Risk Assessment_7,Low,Resolved,Cody Jenkins,2024-03-24,2024-06-28,2,Low,KRI,Network Operations
CSA-759,Deliver holistic deliverables,Asset Identification and Classification,Critical,Resolved,Courtney Nicholson,2024-02-10,2024-06-19,2.3,Medium,KRI,Software Engineering
CSA-760,Cultivate leading-edge e-markets,Director Review_5,Critical,Open,Kathleen Hunter,2024-06-19,,7,Medium,KRI,Risk and Compliance
CSA-761,Redefine vertical communities,Penetration Testing,High,In Progress,Jaime Hartman,2024-01-13,,4.5,High,KRI,Penetration Testing Team
CSA-762,Implement 24/365 action-items,Risk Assessment_7,High,In Progress,Andrew Chapman,2024-04-27,2024-09-16,4.9,Medium,KPI,Data Privacy
CSA-763,Iterate visionary convergence,Vulnerability Assessment,Low,Resolved,Jasmine Jones MD,2024-08-09,,4.3,Medium,KPI,Application Development
CSA-764,Grow world-class mindshare,Director Review_6,Medium,Open,Ashley Gilbert,2024-09-02,,5.1,High,KRI,Risk and Compliance
CSA-765,Envisioneer next-generation interfaces,Management Assessment,Medium,In Progress,Cynthia Burnett,2024-03-06,,5.1,Low,KRI,Security and Risk
CSA-766,Transition enterprise e-services,Risk Assessment_4,High,Open,Andrew Hill,2024-04-10,2024-03-17,6.6,Medium,KRI,IT Operations
CSA-767,Orchestrate scalable e-commerce,Risk Assessment_2,Medium,In Progress,Brittany Hunter,2024-04-06,2024-04-24,9.8,Low,KRI,Procurement
CSA-768,Strategize vertical niches,Penetration Testing,High,Open,Mark Oconnell,2024-01-24,2024-07-13,7.6,High,KRI,Cloud Infrastructure
CSA-769,Visualize dynamic e-commerce,Risk Assessment_7,Low,Resolved,Shane Chandler,2024-09-18,2024-03-14,8.1,High,KPI,Software Engineering
CSA-770,Integrate turn-key infrastructures,Director Review_3,Low,Open,Seth Walker,2024-03-26,,1.2,Medium,KPI,Data Privacy
CSA-771,Innovate b2b architectures,Risk Assessment_6,Low,In Progress,Emily Hall,2024-09-24,,3.2,Low,KPI,Cloud Infrastructure
CSA-772,Cultivate end-to-end supply-chains,Business Assessment,Low,In Progress,Alex Allen,2024-06-21,2024-03-15,1.8,Low,KRI,HR and User Awareness
CSA-773,Drive transparent experiences,Risk Assessment_4,Low,Resolved,Joshua Schaefer,2024-09-08,,2.6,High,KPI,Risk and Compliance
CSA-774,Incentivize cross-media vortals,Impact Analysis,Low,Open,Anna Williams,2024-08-29,2024-01-12,2.1,Low,KRI,Security and Risk
